ListEntry,Name,Grade,hyperlink,NGR,Easting,Northing,lat,lon
1021511,DRYNHAM LANE FARMHOUSE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021511,ST 86117 56149,386117,156149,51.30428907573799,-2.200533905266338
1021512,THE OLD RECTORY,II,https://historicengland.org.uk/listing/the-list/list-entry/1021512,ST 85427 55067,385427,155067,51.294542653987094,-2.2103872173573667
1021513,TWO MONUMENTS IN BURIAL GROUND OF FORMER BAPTIST CHAPEL,II,https://historicengland.org.uk/listing/the-list/list-entry/1021513,ST 85935 55404,385935,155404,51.297585743090146,-2.2031150369284056
1021514,MANOR FARMHOUSE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021514,ST 86110 55090,386110,155090,51.29476667406275,-2.2005927574303348
1021515,PARKS COURT,II*,https://historicengland.org.uk/listing/the-list/list-entry/1021515,ST 86558 47759,386558,147760,51.228867770845774,-2.1938897897718133
1021516,THREE MONUMENTS IN THE CHURCHYARD BETWEEN 2 AND 7 METRES NORTH OF CHAPEL OF CHURCH OF ST MARY,II,https://historicengland.org.uk/listing/the-list/list-entry/1021516,ST 86475 47692,386475,147692,51.22825434856019,-2.1950758655022335
1021517,HALFWAY HOUSE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021517,ST 87032 47993,387032,147993,51.230973931436935,-2.187110019714165
1021518,THE BLACK SWAN PUBLIC HOUSE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021518,ST 85569 58388,385569,158388,51.32440772979108,-2.208486146483197
1021519,"2 AND 3, ADCROFT STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021519,ST 85545 58417,385545,158417,51.32466787403683,-2.208831755720374
1021520,"5-11, ADCROFT STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021520,ST 85523 58447,385523,158447,51.32493706023848,-2.2091487075365186
1021521,"16 AND 17, ADCROFT STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021521,ST 85508 58426,385508,158426,51.32474785002899,-2.2093631138690473
1021522,THE CASTLE PUBLIC HOUSE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021522,ST 86067 57864,386067,157864,51.319708606662026,-2.2013187016104236
1021523,PREMISES OCCUPIED BY GEORGE HILLIER (WEST PART),II,https://historicengland.org.uk/listing/the-list/list-entry/1021523,ST 85414 58108,385414,158108,51.321886075177524,-2.2106989976226656
1021524,LOW WALL FRONTING TIMBRELL COTTAGES,II,https://historicengland.org.uk/listing/the-list/list-entry/1021524,ST 85480 55975,385480,155975,51.30270849549909,-2.2096643448871123
1021525,BUILDING TO NORTH WEST OF WESTCROFT,II,https://historicengland.org.uk/listing/the-list/list-entry/1021525,ST 85383 58273,385383,158273,51.32336889972154,-2.2111506741903133
1021526,WALDRON'S SQUARE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021526,ST 85425 58275,385425,158275,51.3233879693987,-2.210548029187936
1021527,THE SUN PUBLIC HOUSE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021527,ST 85570 58002,385570,158002,51.32093696768856,-2.2084560417753876
1021528,"THE DUST HOLE
THE KING'S ARMS PUBLIC HOUSE",II,https://historicengland.org.uk/listing/the-list/list-entry/1021528,ST 85570 57979,385570,157979,51.32073015903089,-2.2084551031809143
1021529,"6, CASTLE STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021529,ST 85571 57936,385571,157936,51.32034354230757,-2.208438998735809
1021532,"54-58, CASTLE STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021532,ST 85624 57828,385624,157828,51.31937379323728,-2.207674073294345
1021533,"59, 60 AND 60A, CASTLE STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021533,ST 85620 57842,385620,157842,51.31949957489204,-2.2077320402412295
1021534,COURT HOUSE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021534,ST 85615 57889,385615,157889,51.319922056557026,-2.2078056994249327
1021535,"5, CHURCH STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021535,ST 85743 58048,385743,158048,51.32135498249255,-2.205975364244512
1021536,"7, CHURCH STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021536,ST 85732 58057,385732,158057,51.32143562957945,-2.206133577762562
1021537,"9, CHURCH STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021537,ST 85714 58075,385714,158075,51.321597024393995,-2.206392606045176
1021538,"12, CHURCH STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021538,ST 85703 58084,385703,158084,51.32167767091217,-2.2065508211272244
1021539,EMMANUEL BAPTIST CHURCH WITH ARCHWAY AT NORTH WEST END,II,https://historicengland.org.uk/listing/the-list/list-entry/1021539,ST 85732 58123,385732,158123,51.322029080505565,-2.2061362412601375
1021540,NOS 16 AND 17 INCORPORATING THE FORMER NATIONAL SCHOOLS,II,https://historicengland.org.uk/listing/the-list/list-entry/1021540,ST 85685 58106,385685,158106,51.3218750315146,-2.2068100141900002
1021541,FORMER INSTITUTE TO EAST OF THE SUNDAY SCHOOL,II,https://historicengland.org.uk/listing/the-list/list-entry/1021541,ST 85595 58167,385595,158167,51.32242123355438,-2.2081040165023302
1021542,FORMER SUNDAY SCHOOL ATTACHED TO THE TABERNACLE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021542,ST 85570 58197,385570,158197,51.32269034514232,-2.2084639998723214
1021543,CAST IRON LAMP STANDARD AT WEST FRONT OF THE TABERNACLE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021543,ST 85524 58192,385524,158192,51.32264420856287,-2.2091239155520035
1021544,"FORMER WOMENS INSTITUTE
TABERNACLE COTTAGES",II,https://historicengland.org.uk/listing/the-list/list-entry/1021544,ST 85547 58155,385547,158155,51.32231210603562,-2.2087923432424628
1021545,FERNLEIGH HOUSE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021545,ST 85527 58154,385527,158154,51.322302601755496,-2.209079308813458
1021546,"3-5, CHURCH WALK",II,https://historicengland.org.uk/listing/the-list/list-entry/1021546,ST 85686 58053,385686,158053,51.32139849781819,-2.2067935183011707
1021547,"6, CHURCH WALK",II,https://historicengland.org.uk/listing/the-list/list-entry/1021547,ST 85679 58050,385679,158050,51.32137134516148,-2.2068938470837556
1021548,COCKHILL HOUSE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021548,ST 84538 58247,384538,158247,51.32311260161819,-2.2232758317502137
1021549,THE COTTAGE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021549,ST 84335 58456,384335,158456,51.32498626381281,-2.2261982501199715
1021550,COCKHILL FARMHOUSE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021550,ST 84545 58314,384545,158314,51.32371523504574,-2.2231783050977887
1021553,"25, CONIGRE",II,https://historicengland.org.uk/listing/the-list/list-entry/1021553,ST 85351 58258,385351,158258,51.323233194835936,-2.211609273644019
1021554,BEECHWOOD,II,https://historicengland.org.uk/listing/the-list/list-entry/1021554,ST 85357 58278,385357,158278,51.323413184055084,-2.211523998221908
1021555,MILL AT ANGLE OF MILL STREET,II,https://historicengland.org.uk/listing/the-list/list-entry/1021555,ST 85579 57762,385579,157762,51.31877919399055,-2.208317105284568
1021556,CASTLE FACTORY,II,https://historicengland.org.uk/listing/the-list/list-entry/1021556,ST 85551 57783,385551,157784,51.318976294856135,-2.2087197823916367
1021557,"CASTLE MILL
STONE MILL",II,https://historicengland.org.uk/listing/the-list/list-entry/1021557,ST 85482 57886,385482,157886,51.31989167568786,-2.209714070288476
1021558,HOME MILLS MAIN BLOCK,II,https://historicengland.org.uk/listing/the-list/list-entry/1021558,ST 85543 57968,385543,157968,51.3206305594941,-2.2088420989168234
1021559,"Cemetery, The South Mortuary Chapel",II,https://historicengland.org.uk/listing/the-list/list-entry/1021559,ST 86204 58990,386204,158990,51.32983660492779,-2.1993967745797316
1021560,"Cemetery, Clark Monument",II,https://historicengland.org.uk/listing/the-list/list-entry/1021560,ST 86079 59015,386079,159015,51.33005832496157,-2.20119184473821
1021561,GATE PIERS AND SCREEN WALL AND GATES TO CEMETERY,II,https://historicengland.org.uk/listing/the-list/list-entry/1021561,ST 86100 59066,386100,159066,51.33051741812831,-2.20089244346849
1021562,"CEMETERY, KINGSTON AND HASTINGS MAUSOLEUM",II,https://historicengland.org.uk/listing/the-list/list-entry/1021562,ST 86122 58984,386122,158984,51.329780642941756,-2.2005734587830608
1021563,"CEMETERY, RODWAY MAUSOLEUM",II,https://historicengland.org.uk/listing/the-list/list-entry/1021563,ST 86249 58924,386249,158924,51.32924425362549,-2.198748334943802
1021564,"CEMETERY, TAYLOR MONUMENT",II,https://historicengland.org.uk/listing/the-list/list-entry/1021564,ST 86220 58981,386220,158981,51.32975607107724,-2.199166780616052
1021565,GATEPIERS TO NO 35,II,https://historicengland.org.uk/listing/the-list/list-entry/1021565,ST 85808 56938,385808,156938,51.311375845658304,-2.2049980675424603
1021566,HOUSE ADJOINING HOUSE AT REAR OF NO 7 CHURCH STREET TO NORTH EAST,II,https://historicengland.org.uk/listing/the-list/list-entry/1021566,ST 85742 58066,385742,158066,51.32151680748691,-2.205990440164806
1021567,"16, DUKE STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021567,ST 85792 58107,385792,158107,51.32188672766834,-2.205274583842353
1021568,DUKE STREET MILL (NOW PART OF WATNEY'S BOTTLING PLANT),II,https://historicengland.org.uk/listing/the-list/list-entry/1021568,ST 85813 58194,385813,158194,51.32266953229435,-2.2049767210362723
1021569,BUILDING AT REAR OF NOS 1 AND 1A,II,https://historicengland.org.uk/listing/the-list/list-entry/1021569,ST 85463 58009,385463,158009,51.32099716330352,-2.2099917683533645
1021570,BUILDING AT REAR OF NO 2,II,https://historicengland.org.uk/listing/the-list/list-entry/1021570,ST 85469 58012,385469,158012,51.32102429286484,-2.209905792145868
1021571,"5, FORE STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021571,ST 85499 58036,385499,158037,51.321249856520765,-2.2094763196700673
1021572,"7 AND 8, FORE STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021572,ST 85512 58041,385512,158041,51.32128615713788,-2.2092899336442513
1021573,"REAR EXTENSION OF NO 7, TOGETHER WITH PART OF REAR OF NO 8",II,https://historicengland.org.uk/listing/the-list/list-entry/1021573,ST 85519 58029,385519,158029,51.321178436649866,-2.2091889921803904
1021574,"13, FORE STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021574,ST 85543 58030,385543,158030,51.321188043680664,-2.208844633748745
1021575,"15, FORE STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021575,ST 85553 58029,385553,158029,51.32117930809793,-2.208701093144841
1021576,"16, FORE STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021576,ST 85557 58026,385557,158026,51.3211524354472,-2.2086435707195746
1021577,"37, FORE STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021577,ST 85676 57945,385676,157945,51.320427142453816,-2.206932643507383
1021578,"39 AND 40, FORE STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021578,ST 85667 57958,385667,157958,51.32054380579374,-2.2070623181181657
1021579,"42, FORE STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021579,ST 85662 57973,385662,157973,51.32067855399999,-2.2071346752411247
1021580,BUILDING AT REAR OF NO 43,II,https://historicengland.org.uk/listing/the-list/list-entry/1021580,ST 85681 57980,385681,157981,51.32075096990589,-2.206862352685111
1021581,"NO 44, FORMER WHITE HART PUBLIC HOUSE",II,https://historicengland.org.uk/listing/the-list/list-entry/1021581,ST 85667 57985,385667,157986,51.32079557288455,-2.2070634531240803
1021582,THE GEORGE HOTEL,II,https://historicengland.org.uk/listing/the-list/list-entry/1021582,ST 85647 58016,385647,158016,51.321064814966924,-2.2073516679742062
1021583,"51, FORE STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021583,ST 85614 58030,385614,158030,51.32118985816501,-2.207825785499886
1021584,"61, FORE STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021584,ST 85577 58053,385577,158053,51.32139572233711,-2.208357672768065
1021585,"62, FORE STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021585,ST 85573 58060,385573,158061,51.32146755352619,-2.2084153993387603
1021586,LLOYD'S BANK,I,https://historicengland.org.uk/listing/the-list/list-entry/1021586,ST 85551 58077,385551,158077,51.32161085752018,-2.208731754516673
1021587,RAILINGS TO NO 64,II,https://historicengland.org.uk/listing/the-list/list-entry/1021587,ST 85545 58064,385545,158064,51.32149381202658,-2.208817323712333
1021588,68 FORE STREET,I,https://historicengland.org.uk/listing/the-list/list-entry/1021588,ST8549758059,385497,158059,51.32144762207149,-2.2095059219752176
1021589,GATES AND RAILINGS TO NO 68,II,https://historicengland.org.uk/listing/the-list/list-entry/1021589,ST 85498 58053,385498,158053,51.32139369769465,-2.2094913258491546
1021590,RAILINGS AND PIERS TO FRONT OF PARADE HOUSE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021590,ST 85472 58053,385472,158053,51.321393028956905,-2.2098644268342964
1021591,"73, FORE STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021591,ST 85432 58040,385432,158040,51.32127510598387,-2.2104378927632307
1021592,"294A AND 296, FROME ROAD",II,https://historicengland.org.uk/listing/the-list/list-entry/1021592,ST 84415 56643,384415,156643,51.3086865672934,-2.224970316106611
1021593,ST JOHN'S CHURCH SCHOOL AND HALL AND THE SCHOOLMASTERS DWELLING,II,https://historicengland.org.uk/listing/the-list/list-entry/1021593,ST 84237 56327,384237,156327,51.30584025440323,-2.2275098480758557
1021594,ROSE VILLA,II,https://historicengland.org.uk/listing/the-list/list-entry/1021594,ST 84236 56218,384236,156218,51.304860131934404,-2.2275193414834074
1021595,THE GROVE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021595,ST 84491 56721,384491,156721,51.30939001081691,-2.2238834323671464
1021596,DURSLEY HOUSE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021596,ST 85696 57262,385696,157262,51.314286327438985,-2.2066180235171657
1021597,DORSET HOUSE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021597,ST 85875 58211,385875,158211,51.32282394648103,-2.204087672963801
1021598,"5, THE HALVE",II,https://historicengland.org.uk/listing/the-list/list-entry/1021598,ST 85879 58204,385879,158204,51.322761104850485,-2.2040299913841324
1021599,"13, THE HALVE",II,https://historicengland.org.uk/listing/the-list/list-entry/1021599,ST 85953 58164,385953,158164,51.322403284952564,-2.2029664670464935
1021600,"17, THE HALVE",II,https://historicengland.org.uk/listing/the-list/list-entry/1021600,ST 85927 58190,385927,158190,51.32263642069688,-2.203340611454107
1021601,"21, THE HALVE",II,https://historicengland.org.uk/listing/the-list/list-entry/1021601,ST 85915 58209,385915,158209,51.3228069631659,-2.20351357368253
1021602,"23, THE HALVE",II,https://historicengland.org.uk/listing/the-list/list-entry/1021602,ST 85906 58217,385906,158217,51.32287867184408,-2.2036430470057864
1021603,"26, THE HALVE",II,https://historicengland.org.uk/listing/the-list/list-entry/1021603,ST 85898 58226,385898,158226,51.32295939705478,-2.2037582100966953
1021604,"27-29, THE HALVE",II,https://historicengland.org.uk/listing/the-list/list-entry/1021604,ST 85893 58232,385893,158232,51.323013222133206,-2.2038302021990837
1021605,"32, THE HALVE",II,https://historicengland.org.uk/listing/the-list/list-entry/1021605,ST 85877 58252,385877,158252,51.32319265542583,-2.2040606100216347
1021606,"34-36, THE HALVE",II,https://historicengland.org.uk/listing/the-list/list-entry/1021606,ST 85874 58276,385874,158276,51.32340838062461,-2.2041046209037285
1021607,TRELLIS COTTAGE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021607,ST 85859 58271,385859,158271,51.32336304645217,-2.204319680959977
1021608,"25 AND 26, HARFORD STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021608,ST 86136 57968,386136,157968,51.32064544188118,-2.200332663473939
1021609,"12, HILL STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021609,ST 85376 58090,385376,158090,51.32172324156388,-2.211243560462647
1021610,MALTHOUSE AND OASTHOUSE AT REAR OF NUMBERS19 AND 21,II,https://historicengland.org.uk/listing/the-list/list-entry/1021610,ST 85342 58060,385342,158060,51.32145260918739,-2.2117302216910675
1021611,BELLEFIELD HOUSE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021611,ST 86073 58250,386073,158250,51.32317954478453,-2.2012478123492603
1021612,HILBURY COURT HOTEL,II,https://historicengland.org.uk/listing/the-list/list-entry/1021612,ST 86458 58412,386458,158412,51.324645572214315,-2.195729037213786
1021613,BOUNDARY WALL OF HIGHFIELD TO THE ROAD,II,https://historicengland.org.uk/listing/the-list/list-entry/1021613,ST 86846 58685,386846,158685,51.327109486307684,-2.190170988762771
1021614,"29-31, HILPERTON ROAD",II,https://historicengland.org.uk/listing/the-list/list-entry/1021614,ST 86262 58238,386262,158238,51.32307627931757,-2.1985350815822313
1021615,"36-39, HILPERTON ROAD",II,https://historicengland.org.uk/listing/the-list/list-entry/1021615,ST 86392 58296,386392,158296,51.323600948396845,-2.196671740371805
1021616,INNOX MILLS,II,https://historicengland.org.uk/listing/the-list/list-entry/1021616,ST 85276 58008,385276,158008,51.320983323954856,-2.212675160260025
1021617,"INNOX MILLS, ADJOINING FACTORY TO EAST",II,https://historicengland.org.uk/listing/the-list/list-entry/1021617,ST 85298 58024,385298,158024,51.32112776431037,-2.212360127451006
1021618,THE OLD TOLL HOUSE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021618,ST 85882 58697,385882,158697,51.327194076635465,-2.204006631677423
1021619,WEST AVON,II,https://historicengland.org.uk/listing/the-list/list-entry/1021619,ST8586558571,385865,158571,51.326060699958475,-2.2042455739249083
1021620,AQUEDUCT OVER RAILWAY,II,https://historicengland.org.uk/listing/the-list/list-entry/1021620,ST8552159423,385521,159423,51.3337128761265,-2.209217392559325
1021621,BRIDGE TO EAST OF AQUEDUCT OVER RAILWAY,II,https://historicengland.org.uk/listing/the-list/list-entry/1021621,ST8559359457,385593,159457,51.33402043617546,-2.2081852992026083
1021622,MARKET HALL,II,https://historicengland.org.uk/listing/the-list/list-entry/1021622,ST 85656 57905,385656,157905,51.32006696712663,-2.2072180156493055
1021623,Kennet Cottage,II,https://historicengland.org.uk/listing/the-list/list-entry/1021623,ST 86078 60180,386078,160180,51.34053358706624,-2.2012521170455677
1021624,"2, Marsh Road",II,https://historicengland.org.uk/listing/the-list/list-entry/1021624,ST 86112 60243,386112,160243,51.34110089989228,-2.2007664902883417
1021625,MAXCROFT HOUSE,II,https://historicengland.org.uk/listing/the-list/list-entry/1021625,ST 86198 60337,386198,160337,51.34194822750615,-2.1995355318518204
1021626,"45-49, MARSH ROAD",II,https://historicengland.org.uk/listing/the-list/list-entry/1021626,ST 86361 60129,386361,160129,51.34008193078331,-2.197187391985206
1021627,"78-92, MORTIMER STREET",II,https://historicengland.org.uk/listing/the-list/list-entry/1021627,ST 85429 57356,385429,157356,51.31512471689663,-2.2104527634565945
1021628,GATE AND GATEPIERS OF LONGFIELD HOUSE ON MORTIMER STREET,II,https://historicengland.org.uk/listing/the-list/list-entry/1021628,ST 85606 57557,385606,157557,51.316936587720065,-2.2079213326415994
