ListEntry,Name,hyperlink,NGR,Easting,Northing,Grade,lat,lon
1001732,Offa's Dyke: the section extending 165yds (150m) N from Berry Wood,https://historicengland.org.uk/listing/the-list/list-entry/1001732,SO 32395 58700,332395,258700,NA,52.222339703021376,-2.9910825713605207
1001733,Offa's Dyke: the section 630yds (580m) long W of Lyonshall,https://historicengland.org.uk/listing/the-list/list-entry/1001733,SO 32790 55995,332790,255995,NA,52.19807276883085,-2.984763175965314
1001734,"Offa's Dyke: the section E of Garden Wood, extending SE 85yds (80m)",https://historicengland.org.uk/listing/the-list/list-entry/1001734,SO 33139 55387,333139,255387,NA,52.192649918360324,-2.979537605731346
1001735,Offa's Dyke: section NW of Holme Marsh extending 615yds (560m) to the railway,https://historicengland.org.uk/listing/the-list/list-entry/1001735,SO 33493 55016,333493,255016,NA,52.18935784662992,-2.9742867687149426
1001736,"Offa's Dyke: Upperton Farm, two sections extending 195yds (180m) and 370yds (340m) S from Yazor",https://historicengland.org.uk/listing/the-list/list-entry/1001736,"SO 39458 46771, SO 39469 46446",339469,246446,NA,52.11300838961485,-2.8853512912686385
1001737,Offa's Dyke: the section extending 230yds (210m) N and S of the Old Barn near Kenmoor Coppice (SE of Bowmore Wood),https://historicengland.org.uk/listing/the-list/list-entry/1001737,SO 39505 45557,339505,245557,NA,52.1050207129801,-2.8846674213323977
1001738,Offa's Dyke: the section extending 950yds (870m) N and S of Big Oaks,https://historicengland.org.uk/listing/the-list/list-entry/1001738,"SO 40636 43192, SO 40811 42789",340636,243192,NA,52.08388328057879,-2.867743676398603
1001739,Castle Frome Castle,https://historicengland.org.uk/listing/the-list/list-entry/1001739,SO 67112 45797,367112,245797,NA,52.109514558976855,-2.4816384726832688
1001740,Moated site SW of the church,https://historicengland.org.uk/listing/the-list/list-entry/1001740,SO 47274 39509,347274,239509,NA,52.05144738776732,-2.7703118062246603
1001741,Bronsil Castle,https://historicengland.org.uk/listing/the-list/list-entry/1001741,SO 74949 37212,374949,237212,NA,52.03274412979281,-2.366574053724797
1001742,Westington Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001742,SO 58021 56622,358021,256622,NA,52.20621336563304,-2.6157179607734773
1001743,Camp in Chase Wood,https://historicengland.org.uk/listing/the-list/list-entry/1001743,SO 60234 22402,360234,222402,NA,51.89873502951426,-2.5793413190703096
1001744,Mortimer's Castle N and E of St Bartholomew's Church,https://historicengland.org.uk/listing/the-list/list-entry/1001744,SO 65727 32858,365727,232858,NA,51.993105066542924,-2.500558891289862
1001745,Great Howle Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001745,SO 61151 20214,361151,220214,NA,51.8791288546693,-2.5657677450203873
1001746,Chapel and gatehouse,https://historicengland.org.uk/listing/the-list/list-entry/1001746,"SO 68712 56028, SO 68741 55979",368712,256028,NA,52.20158611435775,-2.459222484073012
1001747,Sutton Walls (camp),https://historicengland.org.uk/listing/the-list/list-entry/1001747,SO 52520 46404,352520,246404,NA,52.11390814616553,-2.6947784024072736
1001748,Wall Hills Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001748,SO 62993 59797,362993,259797,NA,52.23511377812431,-2.5433123507649302
1001749,Risbury Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001749,SO 54147 55250,354147,255250,NA,52.19356990825334,-2.6722179052048882
1001750,Croft Ambrey (camp),https://historicengland.org.uk/listing/the-list/list-entry/1001750,SO 44446 66779,344446,266779,NA,52.29631471354392,-2.8160228732652826
1001751,Oldcastle Twt,https://historicengland.org.uk/listing/the-list/list-entry/1001751,SO 32814 52020,332814,252020,NA,52.16234406926292,-2.9836232319267917
1001752,Almeley Castle,https://historicengland.org.uk/listing/the-list/list-entry/1001752,SO 33221 51435,333221,251435,NA,52.15713489458501,-2.977558895880303
1001753,Aston Tump,https://historicengland.org.uk/listing/the-list/list-entry/1001753,SO 46190 71900,346190,271900,NA,52.342523110766344,-2.791273850059981
1001754,Aconbury Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001754,SO 50362 33063,350362,233063,NA,51.99378407340659,-2.72434668770742
1001755,Walterstone Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001755,SO 34903 25096,334903,225096,NA,51.92056444500669,-2.9479526208961544
1001756,Eaton Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001756,SO 45397 39300,345397,239300,NA,52.049386388832325,-2.797647671326811
1001757,Cherry Hill Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001757,SO 57745 35213,357745,235213,NA,52.013725299956334,-2.6170925977681687
1001758,Dinedor Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001758,SO 52357 36358,352357,236358,NA,52.02358132694987,-2.695752940924499
1001759,Capler Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001759,SO 59244 32945,359244,232945,NA,51.99344794522593,-2.594981989751751
1001760,Wall Hills Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001760,SO 69087 38179,369087,238179,NA,52.04114080794448,-2.4521081536149683
1001761,Kilpeck Castle and ancient village,https://historicengland.org.uk/listing/the-list/list-entry/1001761,"SO 44675 30571, SO 44492 30453",344492,230453,NA,51.969763728571735,-2.8094064761526267
1001762,Orcop Castle,https://historicengland.org.uk/listing/the-list/list-entry/1001762,SO 47289 26583,347289,226583,NA,51.93524546443283,-2.768101365308203
1001763,Pont-Hendre castle mound,https://historicengland.org.uk/listing/the-list/list-entry/1001763,SO 32593 28110,332593,228110,NA,51.94738338611469,-2.982127571784218
1001764,Flanesford Priory,https://historicengland.org.uk/listing/the-list/list-entry/1001764,SO 57905 19390,357905,219390,NA,51.87148452672398,-2.6128190255770525
1001765,Garway Dovecote,https://historicengland.org.uk/listing/the-list/list-entry/1001765,SO4554122413,345541,222413,NA,51.89758866178173,-2.792862991853851
1001766,Little Doward Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001766,SO 53977 15981,353977,215981,NA,51.84052550889235,-2.669412525151644
1001767,The Market Hall,https://historicengland.org.uk/listing/the-list/list-entry/1001767,SO 59923 24133,359923,224133,NA,51.914275014376834,-2.5840628619106516
1001768,Site of Romano-British town of Magna,https://historicengland.org.uk/listing/the-list/list-entry/1001768,"SO 44134 42622, SO 43930 42686, SO 44051 42777",344051,242777,NA,52.08050897863735,-2.8178442318714736
1001769,Wilton Bridge,https://historicengland.org.uk/listing/the-list/list-entry/1001769,SO 59008 24207,359008,224207,NA,51.91487351366248,-2.5973735612312945
1001770,Mordiford Bridge,https://historicengland.org.uk/listing/the-list/list-entry/1001770,SO 56991 37455,356991,237455,NA,52.03382305993102,-2.628360654043641
1001771,Lugg Bridge,https://historicengland.org.uk/listing/the-list/list-entry/1001771,SO 53192 41810,353192,241810,NA,52.072665943696194,-2.6843333185820324
1001772,Chapel at Chapel Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001772,SO 62701 30392,362701,230392,NA,51.97073933341191,-2.5443582611440103
1001773,Pembridge Castle (uninhabited parts),https://historicengland.org.uk/listing/the-list/list-entry/1001773,SO 48807 19291,348807,219265,NA,51.86959807327589,-2.7449343379337154
1001774,Clifford Castle,https://historicengland.org.uk/listing/the-list/list-entry/1001774,SO 24371 45675,324371,245675,NA,52.10421615850807,-3.1056164793288947
1001775,Lower Park Wood Camp,https://historicengland.org.uk/listing/the-list/list-entry/1001775,SO 35924 37674,335924,237674,NA,52.03375341634295,-2.935461704885538
1001776,Newton Tump,https://historicengland.org.uk/listing/the-list/list-entry/1001776,SO 29301 44059,329301,244059,NA,52.090342898265476,-3.0333145656194875
1001777,Bredwardine Castle,https://historicengland.org.uk/listing/the-list/list-entry/1001777,SO 33535 44357,333535,244357,NA,52.0935472568334,-2.971584542764119
1001778,"Motte and bailey, W of St Mary's Church",https://historicengland.org.uk/listing/the-list/list-entry/1001778,SO 33964 24999,333964,224999,NA,51.91958169375575,-2.961585481992073
1001779,Mound E of St Peter's Church,https://historicengland.org.uk/listing/the-list/list-entry/1001779,SO 36710 25553,336710,225553,NA,51.92488141439381,-2.92176577538075
1001780,Row Ditch (entrenchment),https://historicengland.org.uk/listing/the-list/list-entry/1001780,"SO 51018 39403, SO 51132 39399, SO 51817 39302",351817,239302,NA,52.050001012001744,-2.704037974878656
1001781,Manor Farm (uninhabited area),https://historicengland.org.uk/listing/the-list/list-entry/1001781,SU 35235 26355,435235,126355,NA,51.035481093812884,-1.4988648704414824
1001782,The Dykes,https://historicengland.org.uk/listing/the-list/list-entry/1001782,"SU 69313 31084, SU 69206 31085, SU 68873 31671, SU 69457 31273",468873,131671,NA,51.08023603569129,-1.018177015196038
1001783,"River Wey aqueduct, Headley Park",https://historicengland.org.uk/listing/the-list/list-entry/1001783,SU 81388 37211,481388,137211,NA,51.128405589715776,-0.8383071648595591
1001784,"River Wey aqueduct, Bramshott Court",https://historicengland.org.uk/listing/the-list/list-entry/1001784,SU 83285 33462,483285,133462,NA,51.09442927057072,-0.8120686687953992
1001785,"River Wey aqueduct, Radford Bridge, Liphook",https://historicengland.org.uk/listing/the-list/list-entry/1001785,SU 84173 32270,484173,132270,NA,51.08358356252579,-0.7996683942085737
1001786,Netherton medieval settlement earthworks,https://historicengland.org.uk/listing/the-list/list-entry/1001786,"SU 37495 57718, SU 37804 57601",437495,157718,NA,51.317341189735664,-1.4633728440897196
1001787,"Cuckoo's Corner Roman settlement, Neatham",https://historicengland.org.uk/listing/the-list/list-entry/1001787,SU 74072 41035,474072,141035,NA,51.16377661358321,-0.9420505847341988
1001788,Southwick brewhouse,https://historicengland.org.uk/listing/the-list/list-entry/1001788,SU 62662 08577,462662,108577,NA,50.873304386703815,-1.110803918046383
1001789,Gilkicker fort,https://historicengland.org.uk/listing/the-list/list-entry/1001789,SZ 60679 97497,460679,97497,NA,50.773889812578624,-1.1408131855415344
1001790,"Pickett Hamilton fort, Hilsea",https://historicengland.org.uk/listing/the-list/list-entry/1001790,SU 67325 03931,467325,103931,NA,50.8310077398944,-1.045394726077411
1001791,Eastney sewage pumping station,https://historicengland.org.uk/listing/the-list/list-entry/1001791,"SZ 67320 99266, SZ 67366 99264",467366,99264,NA,50.78904066324725,-1.0456678377725215
1001792,"Herefordshire Beacon Camp
See also WORCESTERSHIRE 3",https://historicengland.org.uk/listing/the-list/list-entry/1001792,SO 76057 39604,376057,239604,NA,52.05429848000922,-2.35059168825484
1001793,Wigmore Castle,https://historicengland.org.uk/listing/the-list/list-entry/1001793,SO 40904 69197,340904,269197,NA,52.317680235898685,-2.8683790951231325
1001794,"Andover-Redbridge canal, Chalk Hill Lock, Horsebridge",https://historicengland.org.uk/listing/the-list/list-entry/1001794,SU 34701 30724,434701,130724,NA,51.074798734563664,-1.5060627654242988
1001795,Hydraulic pillbox on Middle Wallop Aerodrome,https://historicengland.org.uk/listing/the-list/list-entry/1001795,SU 29900 38700,429900,138700,NA,51.14678675870177,-1.5739303952685249
1001796,"Iron Age hillfort in Ashley's Copse
See also WILTSHIRE 912",https://historicengland.org.uk/listing/the-list/list-entry/1001796,SU 25978 34860,425978,134860,NA,51.11244872354407,-1.6302733719125735
1001797,"Lomer, deserted medieval settlement",https://historicengland.org.uk/listing/the-list/list-entry/1001797,"SU 59286 23432, SU 59493 23248",459286,123432,NA,51.007226498809175,-1.1563657366006503
1001798,"Roman road E of St Catherine's Hill 
",https://historicengland.org.uk/listing/the-list/list-entry/1001798,"SU 48896 27858, SU 49157 27584",449157,127584,NA,51.045512119057534,-1.3001608563220028
1001799,Roman corn drier S of Tin Wood,https://historicengland.org.uk/listing/the-list/list-entry/1001799,SU 39237 33210,439237,133210,NA,51.09686071285825,-1.4410508428735165
1001800,"Black Barn, Warblington",https://historicengland.org.uk/listing/the-list/list-entry/1001800,SU 72822 05445,472822,105445,NA,50.84395576308855,-0.967053335585937
1001801,Enclosure in Preshaw Wood,https://historicengland.org.uk/listing/the-list/list-entry/1001801,SU 57824 23019,457824,123019,NA,51.00366163029325,-1.1772670972757666
1001802,Keyhole enclosure SE of Field Barn Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001802,SU 60102 54793,460102,154793,NA,51.28910870347502,-1.1395105503292855
1001803,Circular and rectangular enclosures at Itchen Stoke and Ovington,https://historicengland.org.uk/listing/the-list/list-entry/1001803,SU 54156 26844,454156,126844,NA,51.038409965327126,-1.2289681146275218
1001804,Deserted medieval village,https://historicengland.org.uk/listing/the-list/list-entry/1001804,SU 70846 32248,470846,132248,NA,51.08518382808754,-0.9899030270260698
1001805,Deserted medieval village at Colemore,https://historicengland.org.uk/listing/the-list/list-entry/1001805,"SU 70476 30680, SU 70657 30590",470476,130680,NA,51.07113186341887,-0.9954899242926083
1001806,Linear earthwork known as the Festaen Dic,https://historicengland.org.uk/listing/the-list/list-entry/1001806,SU 79658 58531,479658,158531,NA,51.32031762258422,-0.8582928373044918
1001807,Fort Grange,https://historicengland.org.uk/listing/the-list/list-entry/1001807,SU5905500232,459055,100232,NA,50.798649177969565,-1.1634035449773437
1001808,"Fort Southwick
See also HAMPSHIRE 500",https://historicengland.org.uk/listing/the-list/list-entry/1001808,SU 62824 06926,462824,106838,NA,50.85765086232994,-1.1087999174988699
1001809,Pumping station,https://historicengland.org.uk/listing/the-list/list-entry/1001809,SU 49275 24850,449275,124850,NA,51.02091923978032,-1.2988486627635878
1001810,Gunboat Traverser System,https://historicengland.org.uk/listing/the-list/list-entry/1001810,SZ6165998976,461659,98976,NA,50.78708512503044,-1.1266688740953565
1001812,"Former Board of Ordnance Gunwharf, HMS Vernon",https://historicengland.org.uk/listing/the-list/list-entry/1001812,"SZ 63170 99793, SZ 63172 99787, SZ 63161 99687, SZ 63080 99888, SZ 63096 99731",463096,99731,NA,50.793719344517164,-1.1061567120005833
1001813,'The Battery',https://historicengland.org.uk/listing/the-list/list-entry/1001813,SU 75875 46182,475875,146182,NA,51.209813926799065,-0.9151845491413209
1001814,'Banjo type' native settlement,https://historicengland.org.uk/listing/the-list/list-entry/1001814,SU 53223 34701,453223,134701,NA,51.10914187909666,-1.2411196703547522
1001815,Iron Age settlement,https://historicengland.org.uk/listing/the-list/list-entry/1001815,SU 52315 37150,452315,137150,NA,51.13124496372842,-1.2537341550988674
1001816,Settlement W of West Stoke Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001816,SU 47055 37197,447055,137197,NA,51.132122866178086,-1.3288939652216316
1001817,Anglo-Saxon cemetery in Worthy Park,https://historicengland.org.uk/listing/the-list/list-entry/1001817,SU 49949 32889,449949,132889,NA,51.093143522388225,-1.2881329591759139
1001818,"Funtley ironworks, site of",https://historicengland.org.uk/listing/the-list/list-entry/1001818,SU 54995 08188,454995,108188,NA,50.870585566610366,-1.219815800799133
1001819,Old wall and Jacobean monument in Hyde Close,https://historicengland.org.uk/listing/the-list/list-entry/1001819,SU 48031 30054,448031,130054,NA,51.06781617571366,-1.31589472457959
1001820,Deserted medieval town of Newtown,https://historicengland.org.uk/listing/the-list/list-entry/1001820,SU 47670 63764,447670,163764,NA,51.370941629406914,-1.3165748285084196
1001821,Foxcott deserted medieval village,https://historicengland.org.uk/listing/the-list/list-entry/1001821,"SU 34430 47279, SU 34317 47242",434317,147242,NA,51.223346292807946,-1.50997417420975
1001822,Roman villa SW of Wyck Place,https://historicengland.org.uk/listing/the-list/list-entry/1001822,SU 75868 39372,475868,139372,NA,51.14859057727455,-0.9167203365023289
1001823,Settlement site W of Bazeley Copse,https://historicengland.org.uk/listing/the-list/list-entry/1001823,SU 50444 37222,450444,137222,NA,51.13205982805341,-1.280460652051769
1001824,Enclosures S of the Cowleys,https://historicengland.org.uk/listing/the-list/list-entry/1001824,SU 56687 40548,456687,140548,NA,51.16138156865663,-1.1907254496766049
1001825,Late Iron Age settlement site N of Grace's Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001825,SU 50673 33692,450673,133692,NA,51.10030021992026,-1.2776830592645934
1001826,Enclosure S of Marsh Court,https://historicengland.org.uk/listing/the-list/list-entry/1001826,SU 35668 33254,435668,133254,NA,51.09748876311604,-1.4920116133414731
1001827,Length of Roman road in Bradley Wood,https://historicengland.org.uk/listing/the-list/list-entry/1001827,SU 45681 51969,445681,151969,NA,51.26505401168262,-1.3466537880374634
1001828,Round barrow on Rabbit Warren,https://historicengland.org.uk/listing/the-list/list-entry/1001828,SU 44156 56749,444156,156749,NA,51.308152048831346,-1.367920161486633
1001829,"No. 5 Battery, Stokes Bay Lines",https://historicengland.org.uk/listing/the-list/list-entry/1001829,SZ6051198124,460511,98075,NA,50.77910446338106,-1.143100548207255
1001830,Eastney forts and perimeter defences of barracks,https://historicengland.org.uk/listing/the-list/list-entry/1001830,SZ6673698803,466736,98735,NA,50.78435699076807,-1.0547000336866268
1001831,Vault under Head Post Office,https://historicengland.org.uk/listing/the-list/list-entry/1001831,SU 42036 11207,442036,111207,NA,50.898817399439515,-1.4036222115187191
1001832,"Castle Gateway, Castle Lane",https://historicengland.org.uk/listing/the-list/list-entry/1001832,SU 41939 11483,441939,111483,NA,50.90130619997982,-1.4049698480859267
1001833,Three round barrows near Bulls Bushes Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001833,"SU 57174 48808, SU 56983 48541, SU 57252 48509",457174,148808,NA,51.235598987857024,-1.1824488019769879
1001834,White Barrow,https://historicengland.org.uk/listing/the-list/list-entry/1001834,SU 58808 51195,458808,151195,NA,51.25689448488838,-1.1586554318039914
1001835,Iron Age settlement 400m SE of Battle Down Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001835,SU 59640 50295,459640,150295,NA,51.24871646218829,-1.1468838650243218
1001836,The Grange,https://historicengland.org.uk/listing/the-list/list-entry/1001836,SU 56204 36190,456204,136190,NA,51.12224575903086,-1.1983106605050327
1001837,"Cuckoo's Corner Roman site, Neatham",https://historicengland.org.uk/listing/the-list/list-entry/1001837,SU7391241340,473912,141340,NA,51.166539366089474,-0.9442757979196439
1001838,Roman site 400yds (370m) S of Fairthorn,https://historicengland.org.uk/listing/the-list/list-entry/1001838,SU 52094 11848,452094,111848,NA,50.903763222912325,-1.2605185304938518
1001839,Roman villa 500yds (460m) SW of Clanville House,https://historicengland.org.uk/listing/the-list/list-entry/1001839,SU 31458 48973,431458,148973,NA,51.2390749085024,-1.5507612449719255
1001840,Beach Barrow,https://historicengland.org.uk/listing/the-list/list-entry/1001840,SU 31994 31115,431994,131115,NA,51.07847131866773,-1.544666009646455
1001841,Fort Elson,https://historicengland.org.uk/listing/the-list/list-entry/1001841,SU 59902 02893,459902,102893,NA,50.82248890421054,-1.1509528881563476
1001842,"Fort Purbrook, including covered-way to east",https://historicengland.org.uk/listing/the-list/list-entry/1001842,"SU 68409 06562, SU 67943 06461",467943,106461,NA,50.8536834078074,-1.0361523798639232
1001843,Vault S of junction of High Street and Castle Way,https://historicengland.org.uk/listing/the-list/list-entry/1001843,SU 41990 11108,441990,111108,NA,50.897930538384486,-1.4042876430273905
1001844,Fort Monckton,https://historicengland.org.uk/listing/the-list/list-entry/1001844,SZ6107297850,461072,97850,NA,50.77702266127091,-1.1351817957673553
1001845,Earthwork in Great Park,https://historicengland.org.uk/listing/the-list/list-entry/1001845,SU 69489 44596,469489,144596,NA,51.19636635045123,-1.006895255699908
1001846,Earthworks in Danegrove Copse,https://historicengland.org.uk/listing/the-list/list-entry/1001846,SU 44147 54497,444147,154497,NA,51.28790449788806,-1.3683271087275384
1001847,Vault adjoining St Michael's Church,https://historicengland.org.uk/listing/the-list/list-entry/1001847,SU 41909 11295,441909,111295,NA,50.89961789392144,-1.405417964151731
1001848,Roman villa in Bottom Copse,https://historicengland.org.uk/listing/the-list/list-entry/1001848,SU 62461 15612,462461,115612,NA,50.93657994437541,-1.1124586198147406
1001849,"Bastion No 1, Gosport Lines",https://historicengland.org.uk/listing/the-list/list-entry/1001849,SZ6213999513,462139,99513,NA,50.79186240403662,-1.1197697745956259
1001850,A length of the Gosport Lines west of Weevil Lane,https://historicengland.org.uk/listing/the-list/list-entry/1001850,SU6154300251,461543,100251,NA,50.79856161222793,-1.1281010537929361
1001851,"Portsmouth Dockyard, the Block Mills and Stores 35 and 36",https://historicengland.org.uk/listing/the-list/list-entry/1001851,SU 62861 00816,462861,100816,NA,50.803500570484026,-1.1093050952067183
1001852,"Portsmouth Dockyard, the Docks",https://historicengland.org.uk/listing/the-list/list-entry/1001852,SU 62808 00626,462808,100626,NA,50.801797931028865,-1.1100895659838548
1001853,Section of Roman road 250yds (230m) long SW of Titlark Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001853,SU 42605 19778,442605,119778,NA,50.97584480665863,-1.3945319946538657
1001854,Roman villa N of Bighton Wood,https://historicengland.org.uk/listing/the-list/list-entry/1001854,SU 62248 36390,462248,136390,NA,51.12342030257554,-1.1119273906945017
1001856,Fort Fareham,https://historicengland.org.uk/listing/the-list/list-entry/1001856,SU 57232 04906,457232,104906,NA,50.84085854339049,-1.1885404428650783
1001857,Roman site NW of Woodgarston Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001857,SU 57972 55817,457972,155817,NA,51.29853570837147,-1.1698856847953378
1001858,Round barrow S of Down Farm,https://historicengland.org.uk/listing/the-list/list-entry/1001858,SU 61296 40040,461296,140040,NA,51.15633981756557,-1.1249086005875029
1001859,Roman villa and section of Roman road south-west of Littlepark Wood,https://historicengland.org.uk/listing/the-list/list-entry/1001859,SU6917907192,469179,107182,NA,50.86001974105338,-1.0184601131001532
1001860,Fort Nelson,https://historicengland.org.uk/listing/the-list/list-entry/1001860,SU 60697 07204,460697,107204,NA,50.8611684792611,-1.1389548825839437
1001861,Hilsea Lines,https://historicengland.org.uk/listing/the-list/list-entry/1001861,SU6602304224,466254,104304,NA,50.834484861504535,-1.0605327590267613
1001862,Fort Widley,https://historicengland.org.uk/listing/the-list/list-entry/1001862,SU 65680 06524,465680,106524,NA,50.854510835860424,-1.0682852698517227
1001863,"Vault under St Michael's Parish Hall, St Michael's Square",https://historicengland.org.uk/listing/the-list/list-entry/1001863,SU 41897 11318,441897,111318,NA,50.8998255762991,-1.4055859643064523
1001864,Vault under 8 St Michael's Square,https://historicengland.org.uk/listing/the-list/list-entry/1001864,SU 41888 11318,441888,111318,NA,50.89982622750478,-1.4057139389558302
1001865,"Mound at Cudbury Clump, Eversley Upper Common",https://historicengland.org.uk/listing/the-list/list-entry/1001865,SU 76210 60578,476210,160578,NA,51.33919202771049,-0.9073245513318171
1001866,Deserted village of Abbotstone,https://historicengland.org.uk/listing/the-list/list-entry/1001866,SU5677434433,456774,134433,NA,51.106392195255964,-1.1904431200372676
1001867,"Alice Holt Forest, Romano-British kiln sites",https://historicengland.org.uk/listing/the-list/list-entry/1001867,"SU 80635 39947, SU 80620 40250, SU 81113 40129, SU 81074 39701, SU 81015 39651, SU 80824 39650",481113,140129,NA,51.15467789076255,-0.8415798745066201
1001868,Winchester city wall and associated monuments,https://historicengland.org.uk/listing/the-list/list-entry/1001868,"SU 47929 29863, SU 48108 29843, SU 48186 29819, SU 48586 29252",448108,129843,NA,51.06591253792865,-1.314823891627918
1001869,Southsea Castle,https://historicengland.org.uk/listing/the-list/list-entry/1001869,SZ 64332 98013,464332,98013,NA,50.77813643427173,-1.0889228053468543
1001870,Point Battery including King Edward's Tower and Square Tower,https://historicengland.org.uk/listing/the-list/list-entry/1001870,SZ 63025 99303,463025,99303,NA,50.78987870755002,-1.1072372243321509
1001871,Site of fortified manor,https://historicengland.org.uk/listing/the-list/list-entry/1001871,SU 28864 45662,428864,145662,NA,51.20944015332406,-1.588183613742264
1001872,St Denys Priory (remains of),https://historicengland.org.uk/listing/the-list/list-entry/1001872,SU 43615 14149,443615,114149,NA,50.92515462030377,-1.3808195907397474
1001873,Fort Blockhouse,https://historicengland.org.uk/listing/the-list/list-entry/1001873,SZ6258999250,462589,99250,NA,50.78944931442061,-1.1134309328569603
1001874,Site of Norman town house in curtilage of St Michael's House,https://historicengland.org.uk/listing/the-list/list-entry/1001874,SU 41836 11302,441836,111302,NA,50.89968611672508,-1.406455176385202
1001875,John of Gaunt's Palace,https://historicengland.org.uk/listing/the-list/list-entry/1001875,SU 35987 30870,435987,130870,NA,51.07603257838954,-1.4876929820662215
1001876,Roman buildings on Lambourne's Hill,https://historicengland.org.uk/listing/the-list/list-entry/1001876,SU 29544 50312,429544,150312,NA,51.251216627386846,-1.5780675145039504
1001877,Vault SW of Gloucester Square,https://historicengland.org.uk/listing/the-list/list-entry/1001877,SU 42027 11031,442027,111031,NA,50.897235476984655,-1.4037703841916647
1001878,Earthwork on Farther Commons,https://historicengland.org.uk/listing/the-list/list-entry/1001878,SU 78296 26488,478296,126488,NA,51.03243189964835,-0.8848038750433064
1001879,"Roman villa at Lodge Farm, North Warnborough",https://historicengland.org.uk/listing/the-list/list-entry/1001879,SU 73611 52639,473611,152639,NA,51.268160451276344,-0.9462639667326455
1001880,Bramdean Roman villa,https://historicengland.org.uk/listing/the-list/list-entry/1001880,SU 62738 28135,462738,128135,NA,51.04914617985766,-1.1063577483202152
1001881,Holy Rood Church,https://historicengland.org.uk/listing/the-list/list-entry/1001881,SU 42055 11305,442055,111305,NA,50.899697226415135,-1.4033407922656018
